"","classification","year","period","period_desc","aggregate_level","is_leaf_code","trade_flow_code","trade_flow","reporter_code","reporter","reporter_iso","partner_code","partner","partner_iso","second_partner_code","second_partner","second_partner_iso","customs_proc_code","customs","mode_of_transport_code","mode_of_transport","commodity_code","commodity","qty_unit_code","qty_unit","alt_qty_unit_code","alt_qty_unit","qty","alt_qty","netweight_kg","gross_weight_kg","trade_value_usd","cif_trade_value_usd","fob_trade_value_usd","flag"
"1","H0",1995,1995,"1995",2,0,1,"Import",12,"Algeria","DZA",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,556572544,NA,NA,0
"2","H0",1995,1995,"1995",2,0,2,"Export",12,"Algeria","DZA",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,1367780,NA,NA,0
"3","H0",1995,1995,"1995",2,0,1,"Import",20,"Andorra","AND",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,13184029,NA,NA,0
"4","H0",1995,1995,"1995",2,0,2,"Export",20,"Andorra","AND",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,4980,NA,NA,0
"5","H0",1995,1995,"1995",2,0,1,"Import",32,"Argentina","ARG",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,335586176,NA,NA,0
"6","H0",1995,1995,"1995",2,0,2,"Export",32,"Argentina","ARG",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,131302656,NA,NA,0
"7","H0",1995,1995,"1995",2,0,1,"Import",36,"Australia","AUS",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,1104637372,NA,NA,0
"8","H0",1995,1995,"1995",2,0,2,"Export",36,"Australia","AUS",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,533763009,NA,NA,0
"9","H0",1995,1995,"1995",2,0,3,"Re-Export",36,"Australia","AUS",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,96722025,NA,NA,0
"10","H0",1995,1995,"1995",2,0,1,"Import",40,"Austria","AUT",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,1507569280,NA,NA,0
"11","H0",1995,1995,"1995",2,0,2,"Export",40,"Austria","AUT",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,1150537344,NA,NA,0
"12","H0",1995,1995,"1995",2,0,1,"Import",50,"Bangladesh","BGD",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,54358490,NA,NA,0
"13","H0",1995,1995,"1995",2,0,2,"Export",50,"Bangladesh","BGD",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,52561,NA,NA,0
"14","H0",1995,1995,"1995",2,0,1,"Import",58,"Belgium-Luxembourg","BEL",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,2583104512,NA,NA,0
"15","H0",1995,1995,"1995",2,0,2,"Export",58,"Belgium-Luxembourg","BEL",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,3856765952,NA,NA,0
"16","H0",1995,1995,"1995",2,0,1,"Import",60,"Bermuda","BMU",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,26090108,NA,NA,0
"17","H0",1995,1995,"1995",2,0,1,"Import",68,"Bolivia (Plurinational State of)","BOL",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,24557764,NA,NA,0
"18","H0",1995,1995,"1995",2,0,2,"Export",68,"Bolivia (Plurinational State of)","BOL",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,243459,NA,NA,0
"19","H0",1995,1995,"1995",2,0,1,"Import",76,"Brazil","BRA",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,541345344,NA,NA,0
"20","H0",1995,1995,"1995",2,0,2,"Export",76,"Brazil","BRA",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,111194520,NA,NA,0
"21","H0",1995,1995,"1995",2,0,1,"Import",84,"Belize","BLZ",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,4107486,NA,NA,0
"22","H0",1995,1995,"1995",2,0,2,"Export",84,"Belize","BLZ",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,48588,NA,NA,0
"23","H0",1995,1995,"1995",2,0,3,"Re-Export",84,"Belize","BLZ",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,48588,NA,NA,0
"24","H0",1995,1995,"1995",2,0,1,"Import",108,"Burundi","BDI",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,13246304,NA,NA,0
"25","H0",1995,1995,"1995",2,0,1,"Import",120,"Cameroon","CMR",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,44576088,NA,NA,0
"26","H0",1995,1995,"1995",2,0,2,"Export",120,"Cameroon","CMR",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,669403,NA,NA,0
"27","H0",1995,1995,"1995",2,0,1,"Import",124,"Canada","CAN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,1485136257,NA,NA,0
"28","H0",1995,1995,"1995",2,0,2,"Export",124,"Canada","CAN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,593819718,NA,NA,0
"29","H0",1995,1995,"1995",2,0,1,"Import",140,"Central African Rep.","CAF",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,9509278,NA,NA,0
"30","H0",1995,1995,"1995",2,0,2,"Export",140,"Central African Rep.","CAF",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,183936,NA,NA,0
"31","H0",1995,1995,"1995",2,0,1,"Import",148,"Chad","TCD",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,7700173,NA,NA,0
"32","H0",1995,1995,"1995",2,0,1,"Import",152,"Chile","CHL",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,134232400,NA,NA,0
"33","H0",1995,1995,"1995",2,0,2,"Export",152,"Chile","CHL",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,22761768,NA,NA,0
"34","H0",1995,1995,"1995",2,0,1,"Import",156,"China","CHN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,254383129,NA,NA,0
"35","H0",1995,1995,"1995",2,0,2,"Export",156,"China","CHN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,620331847,NA,NA,0
"36","H0",1995,1995,"1995",2,0,1,"Import",170,"Colombia","COL",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,181366304,NA,NA,0
"37","H0",1995,1995,"1995",2,0,2,"Export",170,"Colombia","COL",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,93203304,NA,NA,0
"38","H0",1995,1995,"1995",2,0,1,"Import",174,"Comoros","COM",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,631968,NA,NA,0
"39","H0",1995,1995,"1995",2,0,1,"Import",178,"Congo","COG",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,38790216,NA,NA,0
"40","H0",1995,1995,"1995",2,0,1,"Import",188,"Costa Rica","CRI",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,95540584,NA,NA,0
"41","H0",1995,1995,"1995",2,0,2,"Export",188,"Costa Rica","CRI",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,54332960,NA,NA,0
"42","H0",1995,1995,"1995",2,0,1,"Import",191,"Croatia","HRV",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,146468688,NA,NA,0
"43","H0",1995,1995,"1995",2,0,2,"Export",191,"Croatia","HRV",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,88355968,NA,NA,0
"44","H0",1995,1995,"1995",2,0,1,"Import",196,"Cyprus","CYP",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,63266076,NA,NA,0
"45","H0",1995,1995,"1995",2,0,2,"Export",196,"Cyprus","CYP",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,39827420,NA,NA,0
"46","H0",1995,1995,"1995",2,0,3,"Re-Export",196,"Cyprus","CYP",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,310633,NA,NA,0
"47","H0",1995,1995,"1995",2,0,1,"Import",203,"Czechia","CZE",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,595627840,NA,NA,0
"48","H0",1995,1995,"1995",2,0,2,"Export",203,"Czechia","CZE",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,149570096,NA,NA,0
"49","H0",1995,1995,"1995",2,0,1,"Import",208,"Denmark","DNK",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,712911936,NA,NA,0
"50","H0",1995,1995,"1995",2,0,2,"Export",208,"Denmark","DNK",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,1933733248,NA,NA,0
"51","H0",1995,1995,"1995",2,0,1,"Import",212,"Dominica","DMA",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,1250056,NA,NA,0
"52","H0",1995,1995,"1995",2,0,2,"Export",212,"Dominica","DMA",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,2381,NA,NA,0
"53","H0",1995,1995,"1995",2,0,3,"Re-Export",212,"Dominica","DMA",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,2381,NA,NA,0
"54","H0",1995,1995,"1995",2,0,1,"Import",218,"Ecuador","ECU",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,134829696,NA,NA,0
"55","H0",1995,1995,"1995",2,0,2,"Export",218,"Ecuador","ECU",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,22098772,NA,NA,0
"56","H0",1995,1995,"1995",2,0,1,"Import",222,"El Salvador","SLV",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,97721096,NA,NA,0
"57","H0",1995,1995,"1995",2,0,2,"Export",222,"El Salvador","SLV",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,40298164,NA,NA,0
"58","H0",1995,1995,"1995",2,0,1,"Import",231,"Ethiopia","ETH",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,29918916,NA,NA,0
"59","H0",1995,1995,"1995",2,0,2,"Export",231,"Ethiopia","ETH",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,149657,NA,NA,0
"60","H0",1995,1995,"1995",2,0,1,"Import",233,"Estonia","EST",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,50459824,NA,NA,0
"61","H0",1995,1995,"1995",2,0,2,"Export",233,"Estonia","EST",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,19728436,NA,NA,0
"62","H0",1995,1995,"1995",2,0,1,"Import",246,"Finland","FIN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,565633536,NA,NA,0
"63","H0",1995,1995,"1995",2,0,2,"Export",246,"Finland","FIN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,210805920,NA,NA,0
"64","H0",1995,1995,"1995",2,0,1,"Import",251,"France","FRA",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,4078474752,NA,NA,0
"65","H0",1995,1995,"1995",2,0,2,"Export",251,"France","FRA",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,5980617216,NA,NA,0
"66","H0",1995,1995,"1995",2,0,1,"Import",254,"French Guiana","GUF",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,17171928,NA,NA,0
"67","H0",1995,1995,"1995",2,0,2,"Export",254,"French Guiana","GUF",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,920,NA,NA,0
"68","H0",1995,1995,"1995",2,0,1,"Import",270,"Gambia","GMB",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,3104902,NA,NA,0
"69","H0",1995,1995,"1995",2,0,2,"Export",270,"Gambia","GMB",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,49,NA,NA,0
"70","H0",1995,1995,"1995",2,0,1,"Import",276,"Germany","DEU",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,5678317056,NA,NA,0
"71","H0",1995,1995,"1995",2,0,2,"Export",276,"Germany","DEU",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,8513527808,NA,NA,0
"72","H0",1995,1995,"1995",2,0,1,"Import",296,"Kiribati","KIR",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,358371,NA,NA,0
"73","H0",1995,1995,"1995",2,0,1,"Import",300,"Greece","GRC",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,756336768,NA,NA,0
"74","H0",1995,1995,"1995",2,0,2,"Export",300,"Greece","GRC",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,77603376,NA,NA,0
"75","H0",1995,1995,"1995",2,0,1,"Import",304,"Greenland","GRL",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,6128516,NA,NA,0
"76","H0",1995,1995,"1995",2,0,1,"Import",308,"Grenada","GRD",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,2510102,NA,NA,0
"77","H0",1995,1995,"1995",2,0,2,"Export",308,"Grenada","GRD",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,1427,NA,NA,0
"78","H0",1995,1995,"1995",2,0,3,"Re-Export",308,"Grenada","GRD",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,1427,NA,NA,0
"79","H0",1995,1995,"1995",2,0,1,"Import",312,"Guadeloupe","GLP",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,78063488,NA,NA,0
"80","H0",1995,1995,"1995",2,0,2,"Export",312,"Guadeloupe","GLP",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,137443,NA,NA,0
"81","H0",1995,1995,"1995",2,0,1,"Import",320,"Guatemala","GTM",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,88770400,NA,NA,0
"82","H0",1995,1995,"1995",2,0,2,"Export",320,"Guatemala","GTM",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,72350952,NA,NA,0
"83","H0",1995,1995,"1995",2,0,1,"Import",324,"Guinea","GIN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,16038928,NA,NA,0
"84","H0",1995,1995,"1995",2,0,1,"Import",340,"Honduras","HND",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,70829560,NA,NA,0
"85","H0",1995,1995,"1995",2,0,2,"Export",340,"Honduras","HND",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,1378835,NA,NA,0
"86","H0",1995,1995,"1995",2,0,1,"Import",344,"China, Hong Kong SAR","HKG",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,714091892,NA,NA,0
"87","H0",1995,1995,"1995",2,0,2,"Export",344,"China, Hong Kong SAR","HKG",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,537569008,NA,NA,0
"88","H0",1995,1995,"1995",2,0,3,"Re-Export",344,"China, Hong Kong SAR","HKG",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,447086371,NA,NA,0
"89","H0",1995,1995,"1995",2,0,1,"Import",348,"Hungary","HUN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,406299008,NA,NA,0
"90","H0",1995,1995,"1995",2,0,2,"Export",348,"Hungary","HUN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,247414000,NA,NA,0
"91","H0",1995,1995,"1995",2,0,1,"Import",352,"Iceland","ISL",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,44224612,NA,NA,0
"92","H0",1995,1995,"1995",2,0,2,"Export",352,"Iceland","ISL",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,9430095,NA,NA,0
"93","H0",1995,1995,"1995",2,0,1,"Import",360,"Indonesia","IDN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,104827936,NA,NA,0
"94","H0",1995,1995,"1995",2,0,2,"Export",360,"Indonesia","IDN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,35079712,NA,NA,0
"95","H0",1995,1995,"1995",2,0,1,"Import",372,"Ireland","IRL",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,553872448,NA,NA,0
"96","H0",1995,1995,"1995",2,0,2,"Export",372,"Ireland","IRL",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,1859414784,NA,NA,0
"97","H0",1995,1995,"1995",2,0,1,"Import",376,"Israel","ISR",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,375937984,NA,NA,0
"98","H0",1995,1995,"1995",2,0,2,"Export",376,"Israel","ISR",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,237823008,NA,NA,0
"99","H0",1995,1995,"1995",2,0,1,"Import",381,"Italy","ITA",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,2790346752,NA,NA,0
"100","H0",1995,1995,"1995",2,0,2,"Export",381,"Italy","ITA",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,2367575296,NA,NA,0
"101","H0",1995,1995,"1995",2,0,1,"Import",384,"Côte d'Ivoire","CIV",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,132022968,NA,NA,0
"102","H0",1995,1995,"1995",2,0,2,"Export",384,"Côte d'Ivoire","CIV",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,2094653,NA,NA,0
"103","H0",1995,1995,"1995",2,0,3,"Re-Export",384,"Côte d'Ivoire","CIV",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,43220,NA,NA,0
"104","H0",1995,1995,"1995",2,0,1,"Import",392,"Japan","JPN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,3758592344,NA,NA,0
"105","H0",1995,1995,"1995",2,0,2,"Export",392,"Japan","JPN",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,872522348,NA,NA,0
"106","H0",1995,1995,"1995",2,0,1,"Import",398,"Kazakhstan","KAZ",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,26134260,NA,NA,0
"107","H0",1995,1995,"1995",2,0,2,"Export",398,"Kazakhstan","KAZ",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,10800493,NA,NA,0
"108","H0",1995,1995,"1995",2,0,1,"Import",400,"Jordan","JOR",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,106091248,NA,NA,0
"109","H0",1995,1995,"1995",2,0,2,"Export",400,"Jordan","JOR",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,144023056,NA,NA,0
"110","H0",1995,1995,"1995",2,0,3,"Re-Export",400,"Jordan","JOR",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,19606160,NA,NA,0
"111","H0",1995,1995,"1995",2,0,1,"Import",410,"Rep. of Korea","KOR",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,362150048,NA,NA,0
"112","H0",1995,1995,"1995",2,0,2,"Export",410,"Rep. of Korea","KOR",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,92589608,NA,NA,0
"113","H0",1995,1995,"1995",2,0,1,"Import",417,"Kyrgyzstan","KGZ",0,"World","WLD",NA,NA,NA,NA,NA,NA,NA,"30","Pharmaceutical products",1,"No Quantity",NA,NA,NA,NA,NA,NA,8849187,NA,NA,0
